"CDSCode","NCESDist","NCESSchool","StatusType","County","District","School","Street","StreetAbr","City","Zip","State","MailStreet","MailStrAbr","MailCity","MailZip","MailState","Phone","Ext","Website","OpenDate","ClosedDate","Charter","CharterNum","FundingType","DOC","DOCType","SOC","SOCType","EdOpsCode","EdOpsName","EILCode","EILName","GSoffered","GSserved","Virtual","Magnet","Latitude","Longitude","AdmFName1","AdmLName1","AdmEmail1","AdmFName2","AdmLName2","AdmEmail2","AdmFName3","AdmLName3","AdmEmail3","LastUpdate","NAVICAT_ROWID"
"04100416097125","0691002",,"Merged","Butte","Butte County Office of Education","Sierra Del Oro (Hr)","2900 Wyandotte Avenue","2900 Wyandotte Ave.","Oroville","95966","CA","2900 Wyandotte Avenue","2900 Wyandotte Ave.","Oroville","95966","CA",,,,"1980-07-01","1987-06-22","0",,,"00","County Office of Education (COE)","09","Special Education Schools (Public)",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","848"
"04340419010422",,,"Closed","Butte","Mt. Lassen Area Council BSA","Paradise Preschool","6722 Clark Road","6722 Clark Rd.","Paradise","95969","CA","PO Box 38","PO Box 38","Paradise","95969","CA",,,,"1980-07-01","2004-07-01","0",,,"34","Non-School Locations","08","Preschool",,,"PS","Preschool","P",,,,,,,,,,,,,,,"2004-07-01","849"
"04613820000000","0603780",,"Active","Butte","Bangor Union Elementary",,"7549 Oro-Bangor Highway","7549 Oro-Bangor Hwy.","Bangor","95914-0340","CA","PO Box 340","PO Box 340","Bangor","95914-0340","CA","(530) 679-2434","203","www.bcoe.org/home/districts/bangor",,,,,,"52","Elementary School District",,,,,,,,,,,"39.390904","-121.4074","Paul","Arnold","parnold@bangorunion.org",,,,,,,"2015-06-23","850"
"04613826002919","0603780","00346","Active","Butte","Bangor Union Elementary","Bangor Elementary","7549 Oro-Bangor Highway","7549 Oro-Bangor Hwy.","Bangor","95914","CA","PO Box 340","PO Box 340","Bangor","95914","CA","(530) 679-2434",,,"1980-07-01",,"0",,,"52","Elementary School District","61","Elemen Schools In 1 School Dist. (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","39.390904","-121.4074","Paul","Arnold","parnold@bangorunion.org",,,,,,,"2015-06-18","851"
"04614080000000","0605040",,"Active","Butte","Biggs Unified",,"300 B Street","300 B St.","Biggs","95917-9732","CA","300 B Street","300 B St.","Biggs","95917-9732","CA","(530) 868-1281",,"www.biggs.org",,,,,,"54","Unified School District",,,,,,,,,,,"39.414988","-121.7038","Doug","Kaelin","dkaelin@biggs.org",,,,,,,"2015-06-23","852"
"04614080109868","0605040","10741","Closed","Butte","Biggs Unified","Oak Hills Academy","300 B Street, Suite M","300 B St., Ste. M","Biggs","95917","CA","300 B Street, Suite M","300 B St., Ste. M","Biggs","95917","CA",,,,"2005-09-12","2007-10-26","1","0732","Directly funded","54","Unified School District","65","K-12 Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","K-12","K-12",,,,,,,,,,,,,,"2009-10-02","853"
"04614080430207","0605040","08683","Active","Butte","Biggs Unified","Biggs Secondary Community Day","300 B Street","300 B St.","Biggs","95917-9732","CA","300 B Street","300 B St.","Biggs","95917-9732","CA","(530) 868-1281","254",,"2001-02-06",,"0",,,"54","Unified School District","69","District Community Day Schools","COMMDAY","Community Day School","HS","High School","7-12","9-12","N","0","39.414988","-121.7038","Doug","Kaelin","dkaelin@biggs.org",,,,,,,"2015-06-18","854"
"04614080430827","0605040","00486","Active","Butte","Biggs Unified","Biggs High","3046 Second Street","3046 Second St.","Biggs","95917-9732","CA","3046 Second Street","3046 Second St.","Biggs","95917-9732","CA","(530) 868-5825","271",,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","P","0","39.416091","-121.70642","Mandy","Leahy","mleahy@biggs.org",,,,,,,"2015-12-18","855"
"04614086002943","0605040","00485","Active","Butte","Biggs Unified","Biggs Elementary","300 B Street","300 B St.","Biggs","95917-9732","CA","300 B Street","300 B St.","Biggs","95917-9732","CA","(530) 868-5870","221",,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","39.414988","-121.7038","Minden","King","mking@biggs.org",,,,,,,"2015-06-18","856"
"04614086002950","0605040","00487","Active","Butte","Biggs Unified","Richvale Elementary","5236 Church Street","5236 Church St.","Richvale","95974","CA","5236 Church Street","5236 Church St.","Richvale","95974","CA","(530) 882-4273",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","1-6","1-6","N","0","39.494813","-121.74948","Minden","King","mking@biggs.org",,,,,,,"2015-06-18","857"
"04614086113435","0605040","05705","Closed","Butte","Biggs Unified","Biggs Middle","300 B Street","300 B St.","Biggs","95917-9732","CA","300 B Street","300 B St.","Biggs","95917-9732","CA",,,,"1996-09-01","2011-06-09","0",,,"54","Unified School District","62","Intermediate/Middle Schools (Public)","TRAD","Traditional","ELEMHIGH","Elementary-High Combination","6-8","6-10",,,,,,,,,,,,,,"2011-06-09","858"
"04614086115976","0605040","07944","Closed","Butte","Biggs Unified","Biggs Intermediate Community Day","300 B Street","300 B St.","Biggs","95917","CA","300 B Street","300 B St.","Biggs","95917","CA",,,,"1999-02-01","2010-06-30","0",,,"54","Unified School District","69","District Community Day Schools","COMMDAY","Community Day School","HS","High School","5-8","9",,,"39.414988","-121.7038",,,,,,,,,,"2013-07-02","859"
"04614240000000","0608370",,"Active","Butte","Chico Unified",,"1163 East Seventh Street","1163 East Seventh St.","Chico","95928-5903","CA","1163 East Seventh Street","1163 East Seventh St.","Chico","95928-5903","CA","(530) 891-3000",,"www.chicousd.org",,,,,,"54","Unified School District",,,,,,,,,,,"39.73363","-121.82581","Kelly","Staley","kstaley@chicousd.org",,,,,,,"2015-08-04","860"
"04614240110551","0608370","11569","Active","Butte","Chico Unified","Nord Country","5554 California Street","5554 California St.","Chico","95973-9795","CA","5554 California Street","5554 California St.","Chico","95973-9795","CA","(530) 891-3138",,"www.nordcountryschool.org","2005-08-16",,"1","0729","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-7","N","0","39.780779","-121.95564","Kathy","Dahlgren","kdahlgren@nordcountryschool.org",,,,,,,"2016-08-02","861"
"04614240111039","0608370","11853","Active","Butte","Chico Unified","Academy for Change","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","(530) 891-3092",,,"2005-07-25",,"0",,,"54","Unified School District","69","District Community Day Schools","COMMDAY","Community Day School","HS","High School","7-12","7-12","N","0","39.758522","-121.85838","David","McKay","dmckay@chicousd.org",,,,,,,"2015-08-04","862"
"04614240118042","0608370","12233","Active","Butte","Chico Unified","Forest Ranch Charter","15815 Cedar Creek Road","15815 Cedar Creek Rd.","Forest Ranch","95942","CA","PO Box 5","PO Box 5","Forest Ranch","95942-0005","CA","(530) 891-3154",,"www.forestranchcharter.org","2008-07-01",,"1","1019","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","39.884629","-121.66604","Christia","Marasco","admin@forestranchcharter.org",,,,,,,"2015-07-15","863"
"04614240120394","0608370","12539","Active","Butte","Chico Unified","Inspire School of Arts and Sciences","335 West Sacramento Avenue","335 West Sacramento Ave.","Chico","95926-3908","CA","335 West Sacramento Avenue","335 West Sacramento Ave.","Chico","95926-3908","CA","(530) 891-3090",,"www.inspirecusd.org","2010-08-11",,"1","1114","Locally funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","P","0","39.735165","-121.84863","Jerry","Crosby","jcrosby@chicousd.org",,,,,,,"2015-09-19","864"
"04614240120576","0608370","12507","Closed","Butte","Chico Unified","Pivot Charter School - North Valley","2550 Lakewest Drive, Suite 30","2550 Lakewest Dr., Ste. 30","Chico","95928","CA","PO Box 65","PO Box 65","Chico","95927","CA",,,,"2010-09-27","2011-06-30","1","1140","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","INTMIDJR","Intermediate/Middle/Junior High","6-12","6-8",,,,,,,,,,,,,,"2011-08-03","865"
"04614240121269","0608370","12562","Closed","Butte","Chico Unified","Chico Green","2412 Cohassest Road","2412 Cohassest Rd.","Chico","95926-5999","CA","PO Box 7111","PO Box 7111","Chico","95927-7111","CA",,,"www.chicogreenschool.org","2010-08-30","2011-08-17","1","1159","Directly funded","54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-11",,,"39.7584","-121.84278",,,,,,,,,,"2013-07-02","866"
"04614240121475","0608370","12750","Active","Butte","Chico Unified","Sherwood Montessori","1071 E. 16th Street","1071 E. 16th St.","Chico","95928-6207","CA","1071 E. 16th Street","1071 E. 16th St.","Chico","95928-6207","CA","(530) 345-6600",,"www.sherwoodmontessori.org","2010-08-25",,"1","1166","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","39.726118","-121.81561","Michelle","Yezbick","michelle@sherwoodmontessori.org",,,,,,,"2016-08-24","867"
"04614240123810","0608370","12755","Active","Butte","Chico Unified","Wildflower Open Classroom","2414 Cohasset Road, Suite 3","2414 Cohasset Rd., Ste. 3","Chico","95926-1318","CA","2414 Cohasset Road, Suite 3","2414 Cohasset Rd., Ste. 3","Chico","95926-1318","CA","(530) 892-1676",,"www.wildflowerschool.com","2011-08-17",,"1","1280","Directly funded","54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-8","K-8","N","0","39.758527","-121.84361","Tom","Hicks","thicks@wildflowerschool.com",,,,,,,"2015-06-18","868"
"04614240123976","0608370","12830","Active","Butte","Chico Unified","Center for Alternative Learning","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","(530) 891-3092",,"www.chicousd.org","2010-08-02",,"0",,,"54","Unified School District","13","Opportunity Schools","OPP","Opportunity School","HS","High School","6-12","7-12","N","0","39.758466","-121.85846","Andrew","Moll","amoll@chicousd.org",,,,,,,"2016-07-19","869"
"04614240430199","0608370","08450","Active","Butte","Chico Unified","Oakdale","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","(530) 891-3092",,,"2000-08-01",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","ELEMHIGH","Elementary-High Combination","K-12","K-12","N","0","39.758466","-121.85846","Andrew","Moll","amoll@chicousd.org",,,,,,,"2016-07-19","870"
"04614240430215","0608370","10469","Active","Butte","Chico Unified","Loma Vista","2404 Marigold Avenue","2404 Marigold Ave.","Chico","95926-1615","CA","2404 Marigold Avenue","2404 Marigold Ave.","Chico","95926-1615","CA","(530) 879-7400",,"www.chicousd.org","2002-07-01",,"0",,,"54","Unified School District","09","Special Education Schools (Public)","SPEC","Special Education School","ELEMHIGH","Elementary-High Combination","P-12","K-12","N","0","39.75962","-121.81517","Jeaner","Kassel","jkassel@chicousd.org",,,,,,,"2015-06-18","871"
"04614240431502","0608370","00818","Active","Butte","Chico Unified","Fair View High (Continuation)","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","(530) 891-3092",,,"1980-07-01",,"0",,,"54","Unified School District","68","Continuation High Schools","CON","Continuation School","HS","High School","9-12","9-12","N","0","39.758826","-121.85785","Andrew","Moll","amoll@chicousd.org",,,,,,,"2016-07-19","872"
"04614240431577","0608370",,"Closed","Butte","Chico Unified","Chico Adult","901 the Esplanade","901 the Esplanade","Chico","95926","CA","901 the Esplanade","901 the Esplanade","Chico","95926","CA",,,,"1980-07-01","1989-06-30","0",,,"54","Unified School District","70","Adult Education Centers",,,"UG","Ungraded",,,,,,,,,,,,,,,,"1999-06-24","873"
"04614240431676","0608370","00815","Active","Butte","Chico Unified","Chico High","901 Esplanade","901 Esplanade","Chico","95926-3908","CA","901 Esplanade","901 Esplanade","Chico","95926-3908","CA","(530) 891-3026",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","P","0","39.735929","-121.84452","Mark","Beebe","mark.beebe@chicousd.org",,,,,,,"2015-07-30","874"
"04614240437558","0608370","00827","Active","Butte","Chico Unified","Pleasant Valley High","1475 East Avenue","1475 East Ave.","Chico","95926-1699","CA","1475 East Avenue","1475 East Ave.","Chico","95926-1699","CA","(530) 879-5100",,,"1980-07-01",,"0",,,"54","Unified School District","66","High Schools (Public)","TRAD","Traditional","HS","High School","9-12","9-12","P","0","39.76116","-121.81713","John","Shepherd","jshepherd@chicousd.org",,,,,,,"2015-06-18","875"
"04614246002968","0608370","00813","Active","Butte","Chico Unified","Chapman Elementary","1071 East 16th Street","1071 East 16th St.","Chico","95928-6207","CA","1071 East 16th Street","1071 East 16th St.","Chico","95928-6207","CA","(530) 891-3100",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-6","N","0","39.726166","-121.81551","Mike","Allen","mallen@chicousd.org",,,,,,,"2016-07-20","876"
"04614246002976","0608370","00816","Active","Butte","Chico Unified","Citrus Avenue Elementary","1350 Citrus Avenue","1350 Citrus Ave.","Chico","95926-3219","CA","1350 Citrus Avenue","1350 Citrus Ave.","Chico","95926-3219","CA","(530) 891-3107",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-6","N","0","39.738519","-121.8524","Rachel","Tadeo","ratadeo@chicousd.org",,,,,,,"2016-07-20","877"
"04614246002984","0608370","00817","Closed","Butte","Chico Unified","Cohasset Elementary","9932 Cohasset Road","9932 Cohasset Rd.","Chico","95873","CA","9932 Cohasset Road","9932 Cohasset Rd.","Chico","95873","CA",,,,"1980-07-01","2008-06-06","0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-6",,,,,,,,,,,,,,"2009-10-02","878"
"04614246002992","0608370","00819","Closed","Butte","Chico Unified","Forest Ranch Elementary","15815 Cedar Creek Road","15815 Cedar Creek Rd.","Forest Ranch","95942-0300","CA","PO Box 300","PO Box 300","Forest Ranch","95942-0300","CA",,,,"1980-07-01","2008-06-30","0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-6","K-5",,,,,,,,,,,,,,"2009-10-02","879"
"04614246003008","0608370","00820","Active","Butte","Chico Unified","Hooker Oak Elementary","1238 Arbutus Avenue","1238 Arbutus Ave.","Chico","95926-3586","CA","1238 Arbutus Avenue","1238 Arbutus Ave.","Chico","95926-3586","CA","(530) 891-3119",,,"1980-07-01",,"0",,,"54","Unified School District","63","Alternative Schools of Choice","ALTSOC","Alternative School of Choice","ELEM","Elementary","K-5","K-6","N","0","39.743774","-121.83759","Brian","Holderman","bholderman@chicousd.org",,,,,,,"2016-08-05","880"
"04614246003016","0608370","00826","Closed","Butte","Chico Unified","Partridge (Jay E.) Elementary","290 East Avenue","290 East Ave.","Chico","95926-1122","CA","290 East Avenue","290 East Ave.","Chico","95926-1122","CA",,,,"1980-07-01","2005-07-01","0",,,"54","Unified School District","60","Elementary Schools (Public)",,,"ELEM","Elementary","K-6","K-6",,,,,,,,,,,,,,"2009-01-30","881"
"04614246003024","0608370","00822","Active","Butte","Chico Unified","McManus (John A.) Elementary","988 East Avenue","988 East Ave.","Chico","95926-1398","CA","988 East Avenue","988 East Ave.","Chico","95926-1398","CA","(530) 891-3128",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-6","N","0","39.76092","-121.83962","Tina","Keene","kkeene@chicousd.org",,,,,,,"2016-07-20","882"
"04614246003032","0608370","00821","Active","Butte","Chico Unified","Marigold Elementary","2446 Marigold Avenue","2446 Marigold Ave.","Chico","95926-1697","CA","2446 Marigold Avenue","2446 Marigold Ave.","Chico","95926-1697","CA","(530) 891-3121",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-6","N","0","39.760538","-121.81519","Shawneese","Heath","sheath@chicousd.org",,,,,,,"2016-07-20","883"
"04614246003040","0608370","00823","Active","Butte","Chico Unified","Neal Dow Elementary","1420 Neal Dow Avenue","1420 Neal Dow Ave.","Chico","95926-2441","CA","1420 Neal Dow Avenue","1420 Neal Dow Ave.","Chico","95926-2441","CA","(530) 891-3110",,,"1980-07-01",,"0",,,"54","Unified School District","60","Elementary Schools (Public)","TRAD","Traditional","ELEM","Elementary","K-5","K-6","N","0","39.748937","-121.8329","Dave","Murgia","dmurgia@chicousd.org",,,,,,,"2016-07-20","884"
